IMAGE_REF_ID,PROFILE_NAME,PROFILE_ID,AGENT_ID,IMAGE,PROVINCE,DISTRICT,DS_DIVISION,GN_DIVISION,LATITUDE,LONGITUDE,S3_ARN,DIALOG_COUNT,MOBITEL_COUNT,AIRTEL_COUNT,HUTCH_COUNT,DIALOG_AREA_PERCENTAGE,MOBITEL_AREA_PERCENTAGE,AIRTEL_AREA_PERCENTAGE,HUTCH_AREA_PERCENTAGE
17983,SMART VISION,311271,239298,,Northern,Vavuniya,Vavuniya,Vavuniya Town,8.7568041,80.4906602,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/311271/2/ORIGINAL/image_17983.jpeg,2,0,2,0,100.0,,,
17545,Seylan Com,5228,28103,,North Western,Puttalam,Mundalama,Madurankuliya,7.9094156,79.8217968,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/5228/2/ORIGINAL/image_17545.jpeg,1,0,1,1,34.66386554621849,,,65.33613445378151
9647,n.r.s book shop,144289,190102,,Western,Gampaha,Katana,Kadirana South,7.1985243,79.8812031,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/144289/3/ORIGINAL/image_9647.jpeg,5,3,5,1,73.82821431293345,10.410791860376497,7.453700175291519,8.307293651398522
9809,Kotuwegoda Com,50620,8485,,Western,Colombo,Kaduwela,Kotuwegoda,6.9102549,79.9033528,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/50620/2/ORIGINAL/image_9809.jpeg,3,0,3,3,56.91287500499341,,,43.08712499500659
17062,Printing Spot,10750,11470,,Western,Colombo,Colombo,Aluthmawatha,6.9641088,79.8640403,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/10750/2/ORIGINAL/image_17062.jpeg,1,1,1,0,57.86196159833938,42.13803840166061,,
19988,Diluna Stores,1461486,1874352,,,,,,,,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1461486/1/ORIGINAL/image_19988.jpeg,0,0,0,0,0.0,0.0,0.0,0.0
9631,Hiro Sandu Sales Centre,81109,41228,,North Western,Kurunegala,Mahawa,Gajaneggama,7.7354282,80.2452005,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/81109/1/ORIGINAL/image_9631.jpeg,0,3,0,1,,93.61124421019008,,6.388755789809935
19703,Win Win Communication,6779,37325,,Central,Matale,Ukuwela,Ukuwela,7.4211691,80.6332312,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/6779/1/ORIGINAL/image_19703.jpeg,6,2,6,3,39.89121989121989,48.008288008288005,,12.1004921004921
12434,Jinuli stores,1390146,1772312,,North Central,Polonnaruwa,Elahera,Elahara,7.7296128,80.7915218,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1390146/2/ORIGINAL/image_12434.jpeg,5,0,5,0,100.0,,,
9823,LGP MART,978926,1223172,,North Western,Puttalam,Mahawewa,Thoduwawa North,7.489387133,79.7998104,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/978926/4/ORIGINAL/image_9823.jpeg,7,0,7,0,100.0,,,
9263,RAASAN MULTI SHOP,142085,189536,,Northern,Vavuniya,Vavuniya South,Nedunkulama,8.7640591,80.5127607,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/142085/1/ORIGINAL/image_9263.jpeg,1,0,1,1,53.075170842824605,,,46.9248291571754
20486,Sampath halmola,1407186,1794672,,Western,Gampaha,Mirigama,Balathawa,7.2465199,80.1868378,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1407186/1/ORIGINAL/image_20486.jpeg,5,0,5,0,84.88720968996553,,15.112790310034448,
8291,Sobana stores,1272166,1613312,,Northern,Mannar,Mannar Town,Eluthur,8.9877997,79.8928558,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1272166/2/ORIGINAL/image_8291.jpeg,0,0,0,0,0.0,0.0,0.0,0.0
20627,LIFE STYLE  EXPRESS,75666,73210,,Northern,Jaffna,Chavakachcheri,Nunavil West,9.6740978,80.139644,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/75666/1/ORIGINAL/image_20627.jpeg,0,0,0,1,,,51.79537629119528,48.204623708804725
19966,MAHINDA STORES,76734,75277,,Western,Colombo,Colombo,Aluthmawatha,6.9643573,79.8652682,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/76734/2/ORIGINAL/image_19966.jpeg,0,2,0,0,,100.0,,
11855,WELMARRT PHAMACY,7049,7435,,Western,Colombo,Colombo,Kochchikade South,6.9357959,79.8557942,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/7049/2/ORIGINAL/image_11855.jpeg,2,0,2,0,100.0,,,
18068,PABODANI BOOKSHOP & COMMUNICATION,79096,94856,,Southern,Galle,Baddegama,Baddegama North,6.1709955,80.1848019,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/79096/2/ORIGINAL/image_18068.jpeg,0,0,0,2,,,,100.0
15627,GAYAN VIDEO & AUDIO,9262,33191,,Western,Kalutara,Horana,Horana South,6.7134846,80.065912,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/9262/1/ORIGINAL/image_15627.jpeg,1,1,1,0,99.35074696983935,0.649253030160669,,
16521,Anton Stores,15252,23884,,Western,Gampaha,Attanagalla,Pahala Hiripitiya,7.1518001,80.0561117,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/15252/1/ORIGINAL/image_16521.jpeg,3,2,3,1,33.760245901639344,33.19672131147541,19.108606557377048,13.934426229508196
15633,Shaline,1129806,1423812,,Central,Matale,Dambulla,Lenadora North,7.765582,80.6613032,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1129806/2/ORIGINAL/image_15633.jpeg,2,1,2,7,12.611850060459492,31.058041112454653,6.070133010882708,50.25997581620314
15901,LIYANAGE STORES ,54054,43084,,Southern,Galle,Baddegama,Adurathvila,6.1183339,80.1980067,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/54054/1/ORIGINAL/image_15901.jpeg,1,4,1,0,29.980657640232103,70.01934235976789,,
16626,MULTY DRUGS 2,422326,476812,,Southern,Galle,Baddegama,Adurathvila,6.1183336,80.1980097,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/422326/1/ORIGINAL/image_16626.jpeg,1,0,1,0,54.615384615384606,,45.384615384615394,
11500,H.M.B TRADING,30028,56189,,Uva,Badulla,Ella,Udukumbalwela,6.8646146,81.0250419,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/30028/1/ORIGINAL/image_11500.jpeg,0,1,0,0,,100.0,,
18768,Phone solution ,1255526,1594092,,Southern,Galle,Galle Four Gravets,Makuluwa,6.04553,80.2252231,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1255526/1/ORIGINAL/image_18768.jpeg,0,0,0,1,,,,100.0
8903,Senarath stores,1342626,1705612,,North Western,Kurunegala,Mahawa,Balalla,7.7892779,80.2532153,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1342626/1/ORIGINAL/image_8903.jpeg,0,2,0,0,,100.0,,
12735,S G M MOBILE COM,33795,42603,,Southern,Galle,Bentota,Dope,6.4208158,80.0090165,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/33795/1/ORIGINAL/image_12735.jpeg,0,0,0,2,,,,100.0
16964,SAMANALA FANCY,383246,342432,,North Western,Puttalam,Anamaduwa,Anamaduwa,7.879668,80.0090367,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/383246/1/ORIGINAL/image_16964.jpeg,0,1,0,1,,43.169058016219594,30.87960074859638,25.951341235184028
15260,D S Com,305171,219315,,Southern,Galle,Galle Four Gravets,Cheena Koratuwa,6.0329508,80.2161559,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/305171/1/ORIGINAL/image_15260.jpeg,4,4,4,2,29.795226533510466,58.28943149021944,,11.9153419762701
12456,PREMALAL STORES,49713,32613,,Western,Kalutara,Ingiriya,Poruwadanda West,6.7339044,80.1128454,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/49713/2/ORIGINAL/image_12456.jpeg,1,0,1,0,92.93162461195574,,7.068375388044257,
10159,kishan stores,28647,155927,,Northern,Vavuniya,Vengalacheddiculam,Neriyakulam,8.6211094,80.3430686,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/28647/2/ORIGINAL/image_10159.jpeg,0,0,0,0,0.0,0.0,0.0,0.0
13904,Himashi book shop,158145,208316,,Central,Kandy,Gangawata Korale,Gatambe,7.270137,80.592654,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/158145/1/ORIGINAL/image_13904.jpeg,1,0,1,0,100.0,,,
11225,FBC Store,116747,147222,,Eastern,Ampara,Akkaraipattu,Karunkoditivu 10,7.2225739,81.8502689,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/116747/2/ORIGINAL/image_11225.jpeg,1,0,1,0,100.0,,,
19219,NETHMI  STORESH ,998386,1246332,,Western,Colombo,Thimbirigasyaya,Kirulapone,6.8836627,79.8718587,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/998386/2/ORIGINAL/image_19219.jpeg,5,0,5,0,100.0,,,
11223,Sarath Stores,132665,173410,,Uva,Badulla,Passara,Pelgahathenna,6.947236,81.125003,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/132665/2/ORIGINAL/image_11223.jpeg,3,0,3,0,91.87592319054653,,8.124076809453472,
17817,Wipulasena Stores,141059,188261,,Sabaragamuwa,Kegalle,Warakapola,Mahena Colony,7.2389135,80.2096475,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/141059/4/ORIGINAL/image_17817.jpeg,1,0,1,0,100.0,,,
20441,Damayanthi Hotel and Stores,1301026,1650572,,North Western,Kurunegala,Kuliyapitiya West,Esseddawa,7.4676021,80.0417882,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1301026/1/ORIGINAL/image_20441.jpeg,0,0,0,1,,,,100.0
17467,KAKALI COMM,8602,42994,,Southern,Galle,Galle Four Gravets,Dangedara West,6.0551206,80.2136263,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/8602/2/ORIGINAL/image_17467.jpeg,12,0,12,0,87.98213560698336,,12.017864393016646,
10859,Balasooriya Mobile,130649,169337,,North Central,Polonnaruwa,Welikanda,Welikanda,7.9480113,81.2471282,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/130649/1/ORIGINAL/image_10859.jpeg,2,3,2,0,81.60050701786929,4.236999938168553,14.16249304396216,
15316,SOUTHERN MULTY SERVICES,1323786,1681332,,Western,Colombo,Colombo,Keselwatta,6.9349607,79.8584958,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1323786/1/ORIGINAL/image_15316.jpeg,4,1,4,0,47.73503361434212,52.264966385657885,,
19719,SANEE STORES,26125,51362,,Sabaragamuwa,Rathnapura,Opanayaka,Madola,6.6180786,80.6477789,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/26125/2/ORIGINAL/image_19719.jpeg,0,0,0,0,0.0,0.0,0.0,0.0
13979,Cyber House,45248,11462,,Western,Colombo,Kolonnawa,Wadulla,6.9494424,79.8735396,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/45248/2/ORIGINAL/image_13979.jpeg,3,0,3,1,53.5819430814524,,21.98233562315996,24.43572129538764
8541,Indika Stores,1119726,1411052,,Eastern,Ampara,Padiyathalawa,Padiyathalawa,7.4039429,81.2437449,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1119726/1/ORIGINAL/image_8541.jpeg,4,0,4,0,100.0,,,
13348,vihangi com & cd center,123520,157548,,Uva,Moneragala,Siyambalanduwa,Barawaya,6.987675,81.5389013,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/123520/1/ORIGINAL/image_13348.jpeg,11,1,11,2,84.91000246568589,0.2145146708309361,12.519109065505054,2.3563737979781374
12103,Saman Mobile,373,57776,,North Central,Anuradhapura,Medawachchiya,Poonewa,8.5998059,80.473327,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/373/2/ORIGINAL/image_12103.jpeg,12,7,12,1,64.15750174715856,35.34409828226726,,0.4983999705741714
10802,Sithroo communication &gift center ,122432,155593,,Western,Gampaha,Biyagama,Siyambalape North,6.9818221,79.9876746,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/122432/1/ORIGINAL/image_10802.jpeg,1,1,1,1,45.80483356133151,32.69493844049248,,21.500227998176012
19562,SUNIL STORES,767426,981092,,Sabaragamuwa,Rathnapura,Pelmadulla,Panawenna,6.5839856,80.5717934,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/767426/1/ORIGINAL/image_19562.jpeg,1,0,1,0,100.0,,,
17236,Rupika Stores .,115258,144939,,Western,Colombo,Homagama,Meegoda North,6.8663345,80.0471887,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/115258/1/ORIGINAL/image_17236.jpeg,0,2,0,2,,56.187290969899664,9.364548494983277,34.448160535117054
18424,K M S STORES,462147,539192,,Sabaragamuwa,Rathnapura,Kuruwita,Pussella,6.8076833,80.3309604,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/462147/2/ORIGINAL/image_18424.jpeg,10,0,10,1,77.4066223229296,,20.378627293326517,2.2147503837438784
12214,Kasun & Sons Communications,12412,11815,,Western,Gampaha,Negombo,Pallansena North,7.2659817,79.8522568,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/12412/2/ORIGINAL/image_12214.jpeg,3,0,3,0,100.0,,,
11521,Boyagoda Super,112293,140458,,Sabaragamuwa,Kegalle,Kegalle,Ranwala,7.2511561,80.3313572,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/112293/1/ORIGINAL/image_11521.jpeg,2,8,2,2,24.94165736566699,71.58822420965663,0.8204206467697749,2.6496977779066233
15167,Priyankara St,56335,47468,,Southern,Galle,Elpitiya,Ketandola Udowita,6.301383317,80.194666733,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/56335/1/ORIGINAL/image_15167.jpeg,0,1,0,0,,100.0,,
12682,NEW SARAVANAS,61762,11110,,Western,Colombo,Colombo,Mattakkuliya,6.9703145,79.8727466,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/61762/1/ORIGINAL/image_12682.jpeg,0,1,0,0,,24.82447342026078,75.17552657973921,
18960,WASANTHA ELECTRONICS,3037,50611,,Sabaragamuwa,Rathnapura,Pelmadulla,Gallinna,6.6572765,80.4367723,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/3037/1/ORIGINAL/image_18960.jpeg,0,0,0,0,0.0,0.0,0.0,0.0
10845,Tharanga Supper Center,97913,115221,,Central,Nuwara Eliya,Hanguranketha,Karalliyedda,7.2135102,80.7804304,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/97913/1/ORIGINAL/image_10845.jpeg,0,0,0,0,,,100.0,
14906,Lakmali Com,75197,1614552,,Sabaragamuwa,Rathnapura,Kiriella,Ellagawa,6.7312808,80.21138,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/75197/1/ORIGINAL/image_14906.jpeg,1,0,1,0,100.0,,,
9988,MULTI ZONE,139734,186536,,North Western,Kurunegala,Ibbagamuwa,Kumbulanga,7.5155094,80.4414554,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/139734/2/ORIGINAL/image_9988.jpeg,10,3,10,1,72.75286331306272,5.3061721497589724,16.42134215785289,5.519622379325411
19715,NETHU FOOD CITY,1245026,1580472,,Sabaragamuwa,Rathnapura,Opanayaka,Madola,6.6180786,80.6477789,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1245026/2/ORIGINAL/image_19715.jpeg,4,1,4,0,71.66817769718948,28.331822302810515,,
11166,Akilan Stores,1211366,1527472,,Northern,Vavuniya,Vavuniya,Thonikal,8.7451115,80.4819054,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1211366/1/ORIGINAL/image_11166.jpeg,0,0,0,0,0.0,0.0,0.0,0.0
13387,Smart Solutions,5127,1919,,Western,Colombo,Kolonnawa,Kuriniyawatta,6.9374629,79.8856942,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/5127/1/ORIGINAL/image_13387.jpeg,5,2,5,2,41.67329701940143,25.901217944794663,,32.4254850358039
19609,THE PENTATEUCH MOBILE & BOOK SHOO,1269886,1610632,,Sabaragamuwa,Rathnapura,Pelmadulla,Panawenna,6.6002979,80.5624204,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1269886/2/ORIGINAL/image_19609.jpeg,3,1,3,0,62.3618120644076,19.796923816390287,17.841264119202116,
19341,SAMARASINGHA STORES #,463106,540732,,Sabaragamuwa,Rathnapura,Kalawana,Jathuwangoda,6.5336557,80.3517702,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/463106/1/ORIGINAL/image_19341.jpeg,5,0,5,0,100.0,,,
19030,GAMANAYAKE STORES,51046,35808,,Central,Kandy,Udunuwara,Angunawala West,7.2408248,80.593388,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/51046/2/ORIGINAL/image_19030.jpeg,3,4,3,1,45.77408813918573,13.805970149253731,,40.41994171156055
16238,Life time. lk,119919,151311,,Eastern,Ampara,Navithanveli,Central Camp 03,7.4164139,81.7327079,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/119919/3/ORIGINAL/image_16238.jpeg,7,0,7,0,100.0,,,
9921,Panapitiya St,142693,190193,,Western,Gampaha,Biyagama,Makola North Central,6.9752315,79.9496637,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/142693/2/ORIGINAL/image_9921.jpeg,3,1,3,1,51.77326379357672,5.786439747460884,40.42547351084272,2.014822948119681
13659,Somapala stors -2,1097226,1383112,,,,,,0.0,0.0,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1097226/1/ORIGINAL/image_13659.jpeg,0,2,0,2,,10.860655737704915,30.737704918032787,58.401639344262286
15934,LANKA MOBILE & COM,1082,54768,,Sabaragamuwa,Rathnapura,Kuruwita,Kuruvita,6.7768664,80.3667344,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1082/2/ORIGINAL/image_15934.jpeg,8,0,8,0,100.0,,,
13253,Lucky Stores,1416846,1808352,,Central,Kandy,Gangawata Korale,Godagandeniya,7.2570399,80.5872501,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1416846/1/ORIGINAL/image_13253.jpeg,0,0,0,0,0.0,0.0,0.0,0.0
14007,P & G Mobile,10173,42215,,Southern,Galle,Niyagama,Karawwa,6.3444576,80.224533467,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/10173/1/ORIGINAL/image_14007.jpeg,4,0,4,1,88.00711212454361,,,11.992887875456384
10725,ST.ANTHONYS FOOD,10265,10644,,Western,Gampaha,Ja-Ela,Ja-Ela,7.0762013,79.8917131,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/10265/1/ORIGINAL/image_10725.jpeg,3,0,3,2,86.58202638785163,,,13.417973612148373
20413,Lakshan Stores,16338,29268,,North Western,Kurunegala,Udubaddawa,Pahalagama,7.4840452,79.9758061,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/16338/1/ORIGINAL/image_20413.jpeg,0,0,0,0,0.0,0.0,0.0,0.0
11190,Vigneshvaran Multi Shop ,458246,534433,,Northern,Vavuniya,Vavuniya North,Puliyankulam South,8.9599276,80.5236301,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/458246/1/ORIGINAL/image_11190.jpeg,7,0,7,0,100.0,,,
11802,,313455,241689,,Eastern,Ampara,Dehiattakandiya,Bakmeedeniya,7.638374,81.0373387,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/313455/2/ORIGINAL/image_11802.jpeg,2,2,2,0,78.43074288160993,21.569257118390063,,
11350,EXPRESS PRINTING,1310566,1662612,,Sabaragamuwa,Kegalle,Mawanella,Owatta,7.2488592,80.4640262,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1310566/1/ORIGINAL/image_11350.jpeg,0,1,0,0,,100.0,,
13123,N.K. Enterprise ,136154,179723,,Southern,Hambantota,Walasmulla,Keredeniya,6.2206497,80.6392119,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/136154/2/ORIGINAL/image_13123.jpeg,4,1,4,0,92.81807862965638,7.181921370343618,,
14514,COMMUNICATION S.N ,887766,1142952,,Southern,Galle,Ambalangoda,Gonapinuwala Central,6.1595645,80.1479173,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/887766/2/ORIGINAL/image_14514.jpeg,5,0,5,1,97.43789873761368,,,2.5621012623863173
12301,GUNASEKARA STORES,156445,206060,,Central,Nuwara Eliya,Hanguranketha,Alawattegama,7.1340951,80.7867289,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/156445/3/ORIGINAL/image_12301.jpeg,2,1,2,0,72.20147370546078,27.79852629453921,,
15750,SAMARASEKARA SUPER TREDING,509726,611792,,Western,Kalutara,Horana,Gurugoda,6.7296079,80.098047,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/509726/1/ORIGINAL/image_15750.jpeg,1,0,1,1,51.032234697573344,,44.87504527345165,4.092720028975009
